Designator,Val,Package,Mix X,Mid Y,Rotation,Layer
"C1","47pF","C_0603_1608Metric",98.725000,-57.800000,180.000000,bottom
"C2","47pF","C_0603_1608Metric",98.725000,-59.300000,180.000000,bottom
"R1","22","R_0603_1608Metric",98.675000,-60.800000,180.000000,bottom
"R2","22","R_0603_1608Metric",98.675000,-62.300000,180.000000,bottom
